Replicate	Random Errors	RFDist	MCDist	N1 Identical	N1 Overlap	Average(N1+N2-2)	Not at Root	Parsimony Optimal
65	30	0	0	10	10	0	10	1
65	40	0	0	10	10	0	10	1
65	50	0.5	2	9	10	0.1	10	1
65	60	1.5	3	8	10	0.2	10	1.1
65	70	1.5	3	8	10	0.2	10	1.3
65	80	3.5	5	7	9	0.4	10	1.4
65	90	3.5	5	7	9	0.4	10	1.4
65	100	4	7	6	9	0.5	10	1.5
66	10	0	0	10	10	0	10	1.1
66	20	0	0	10	10	0	10	1.2
66	30	0.5	4	9	10	0.1	10	1.2
66	40	0.5	4	9	10	0.1	10	1.3
66	50	0.5	4	9	10	0.1	10	1.3
66	60	0.5	4	9	10	0.1	10	1.3
66	70	1	13	8	10	0.2	10	1.5
66	80	1	13	8	10	0.2	10	1.5
66	90	1	13	8	10	0.2	10	1.6
66	100	1	13	8	10	0.2	10	1.6
67	10	0	0	10	10	0	10	1.3
67	20	0	0	10	10	0	10	1.5
67	30	0	0	10	10	0	10	1.5
67	40	0.5	2	9	10	0.1	10	1.6
67	50	0.5	2	9	10	0.1	10	1.6
67	60	0.5	2	9	10	0.1	10	1.7
67	70	0.5	2	9	10	0.1	10	1.8
67	80	0.5	2	9	10	0.1	10	2
67	90	0.5	2	9	10	0.1	10	2
67	100	0.5	3	9	10	0.1	10	2.4
68	10	1	7	8	10	0.2	10	1.1
68	20	1	7	8	10	0.2	10	1.3
68	30	1	7	8	10	0.2	10	1.3
68	40	1	7	8	10	0.2	10	1.4
68	50	1	7	8	10	0.2	10	1.5
68	60	1	7	8	10	0.2	10	1.5
68	70	1	7	8	10	0.2	10	1.5
68	80	1.5	9	7	10	0.3	10	1.6
68	90	1.5	9	7	10	0.3	10	1.8
68	100	2	11	6	10	0.4	10	1.6
69	10	0	0	10	10	0	10	1
69	20	0	0	10	10	0	10	1
69	30	0	0	10	10	0	10	1
69	40	0.5	2	9	10	0.1	10	1.1
69	50	1	4	8	10	0.2	10	1.2
69	60	1	4	8	10	0.2	10	1.3
69	70	1.5	7	7	10	0.3	10	1.2
69	80	1.5	7	7	10	0.3	10	1.2
69	90	1.5	7	7	10	0.3	10	1.2
69	100	1.5	39	7	10	0.3	10	1.3
70	10	0	0	10	10	0	10	1.1
70	20	0.5	2	9	10	0.1	10	1.1
70	30	0.5	2	9	10	0.1	10	1.1
70	40	0.5	2	9	10	0.1	10	1.1
70	50	0.5	2	9	10	0.1	10	1.2
70	60	0.5	2	9	10	0.1	10	1.2
70	70	1.5	6	7	10	0.3	10	1.1
70	80	1.5	6	7	10	0.3	10	1.1
70	90	1.5	6	7	10	0.3	10	1.1
70	100	1.5	6	7	10	0.3	10	1.1
71	10	0.5	2	8	9	0.1111111111	9	1.1
71	20	0.5	2	8	9	0.1111111111	9	1.1
71	30	0.5	2	8	9	0.1111111111	9	1.1
71	40	1.5	3	7	9	0.2222222222	9	1
71	50	2	6	6	9	0.3333333333	9	1
71	60	2.5	8	5	9	0.4444444444	9	1.3
71	70	2.5	8	5	9	0.4444444444	9	1.3
71	80	2.5	8	5	9	0.4444444444	9	1.3
71	90	2.5	8	5	9	0.4444444444	9	1.4
71	100	2.5	15	5	9	0.4444444444	9	1.5
72	10	0	0	10	10	0	10	1
72	20	0	0	10	10	0	10	1
72	30	0	0	10	10	0	10	1
72	40	0	0	10	10	0	10	1.1
72	50	0.5	2	9	10	0.1	10	1.1
72	60	0.5	2	9	10	0.1	10	1.2
72	70	0.5	2	9	10	0.1	10	1.2
72	80	0.5	2	9	10	0.1	10	1.2
72	90	0.5	2	9	10	0.1	10	1.6
72	100	1	4	8	10	0.2	10	1.6
73	10	0	0	10	10	0	10	1.1
73	20	0	0	10	10	0	10	1.1
73	30	0	0	10	10	0	10	1.1
73	40	0.5	7	9	10	0.1	10	1.2
73	50	0.5	7	9	10	0.1	10	1.2
73	60	0.5	7	9	10	0.1	10	1.2
73	70	0.5	7	9	10	0.1	10	1.2
73	80	0.5	7	9	10	0.1	10	1.2
73	90	1.5	8	8	10	0.2	10	1.2
73	100	3	11	7	9	0.4	10	1.4
74	10	0	0	9	9	0	9	1
74	20	0	0	9	9	0	9	1
74	30	0	0	9	9	0	9	1
74	40	0	0	9	9	0	9	1
74	50	0	0	9	9	0	9	1
74	60	0	0	9	9	0	9	1
74	70	0	0	9	9	0	9	1
74	80	0.5	2	8	9	0.1111111111	9	1
74	90	0.5	2	8	9	0.1111111111	9	1.1
74	100	0.5	2	8	9	0.1111111111	9	1.2
75	10	0	0	10	10	0	10	1
75	20	0.5	5	9	10	0.1	10	1
75	30	0.5	5	9	10	0.1	10	1
75	40	0.5	5	9	10	0.1	10	1
75	50	0.5	5	9	10	0.1	10	1
75	60	1	27	8	10	0.2	10	1
75	70	1	27	8	10	0.2	10	1.1
75	80	1.5	29	7	10	0.3	10	1.1
75	90	1.5	29	7	10	0.3	10	1.1
75	100	1.5	29	7	10	0.3	10	1.2
76	10	1	4	8	10	0.2	10	1.2
76	20	1	4	8	10	0.2	10	1.2
76	30	1	4	8	10	0.2	10	1.2
76	40	1	4	8	10	0.2	10	1.2
76	50	1	4	8	10	0.2	10	1.2
76	60	1	4	8	10	0.2	10	1.2
76	70	1.5	6	7	10	0.3	10	1.3
76	80	1.5	6	7	10	0.3	10	1.4
76	90	1.5	8	7	10	0.3	10	1.5
76	100	1.5	8	7	10	0.3	10	1.5
77	10	0.5	2	8	9	0.1111111111	9	1
77	20	0.5	2	8	9	0.1111111111	9	1
77	30	0.5	2	8	9	0.1111111111	9	1
77	40	0.5	2	8	9	0.1111111111	9	1
77	50	1	4	8	9	0.1111111111	9	1
77	60	1	4	8	9	0.1111111111	9	1
77	70	1	4	8	9	0.1111111111	9	1
77	80	1	4	8	9	0.1111111111	9	1.1
77	90	1	4	8	9	0.1111111111	9	1.1
77	100	1	4	8	9	0.1111111111	9	1.1
78	10	0	0	10	10	0	10	1
78	20	0	0	10	10	0	10	1
78	30	0	0	10	10	0	10	1
78	40	0	0	10	10	0	10	1
78	50	0	0	10	10	0	10	1
78	60	0.5	2	9	10	0.1	10	1.1
78	70	0.5	2	9	10	0.1	10	1.2
78	80	0.5	2	9	10	0.1	10	1.3
78	90	1.5	3	8	10	0.2	10	1.3
78	100	1.5	3	8	10	0.2	10	1.3
79	10	0	0	10	10	0	10	1
79	20	0	0	10	10	0	10	1
79	30	0	0	10	10	0	10	1
79	40	0	0	10	10	0	10	1
79	50	0	0	10	10	0	10	1.1
79	60	0	0	10	10	0	10	1.1
79	70	0	0	10	10	0	10	1.4
79	80	0.5	2	9	10	0.1	10	1.5
79	90	0.5	2	9	10	0.1	10	1.8
79	100	1	4	8	10	0.2	10	1.9
80	10	0.5	2	8	9	0.1111111111	9	1.1
80	20	0.5	2	8	9	0.1111111111	9	1.1
80	30	0.5	2	8	9	0.1111111111	9	1.1
80	40	0.5	2	8	9	0.1111111111	9	1.1
80	50	1	4	7	9	0.2222222222	9	1.1
80	60	2	8	6	9	0.3333333333	9	1.2
80	70	2	8	6	9	0.3333333333	9	1.3
80	80	3	9	5	9	0.4444444444	9	1.5
80	90	3.5	11	5	9	0.4444444444	9	1.6
80	100	3.5	11	5	9	0.4444444444	9	1.6
81	10	0.5	3	9	10	0.1	10	1
81	20	0.5	3	9	10	0.1	10	1.1
81	30	0.5	3	9	10	0.1	10	1.2
81	40	1	5	8	10	0.2	10	1.7
81	50	1	5	8	10	0.2	10	1.8
81	60	1	5	8	10	0.2	10	1.9
81	70	2	9	6	10	0.4	10	1.4
